Texas Education Agency,,,,,,,,,,,,,,,,,
2018-19 STAAR Performance,,,,,,,,,,,,,,,,,
SPRING BRANCH ISD (101920) - HARRIS COUNTY,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"School
Year",State,Region 04,District,"African
American",Hispanic,White,"American
Indian",Asian,"Pacific
Islander","Two or
More
Races","Special
Ed
(Current)","Special
Ed
(Former)","Continu-
ously
Enrolled","Non-
Continu-
ously
Enrolled","Econ
Disadv","EB ⁄ EL
(Current
&
Monitored)"
At Meets Grade Level or Above,2019,37%,38%,42%,39%,26%,65%,*,76%,-,63%,25%,42%,43%,39%,24%,21%
,2018,36%,37%,33%,21%,20%,55%,*,63%,-,62%,19%,33%,35%,26%,21%,17%
At Masters Grade Level,2019,21%,23%,26%,18%,12%,45%,*,62%,-,48%,6%,25%,26%,26%,10%,9%
,2018,21%,22%,19%,10%,9%,37%,*,40%,-,32%,4%,18%,21%,15%,10%,7%
End of Course English I,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2019,68%,67%,65%,56%,56%,91%,36%,91%,*,79%,28%,63%,68%,58%,55%,48%
,2018,65%,65%,66%,57%,55%,90%,83%,93%,-,92%,31%,60%,67%,64%,55%,47%
At Meets Grade Level or Above,2019,50%,50%,50%,35%,37%,86%,18%,87%,*,78%,18%,50%,53%,43%,36%,29%
,2018,44%,45%,51%,38%,35%,85%,67%,87%,-,88%,20%,40%,51%,51%,36%,27%
At Masters Grade Level,2019,11%,11%,1%,0%,1%,0%,0%,0%,*,2%,0%,0%,1%,0%,1%,1%
,2018,7%,8%,1%,0%,0%,1%,0%,2%,-,0%,1%,0%,1%,0%,1%,0%
End of Course English II,,,,,,,,,,,,,,,,,
At Approaches Grade Level or Above,2019,68%,69%,67%,68%,55%,90%,55%,88%,*,89%,28%,64%,68%,63%,55%,41%
,2018,67%,67%,64%,59%,53%,86%,*,83%,*,92%,23%,44%,67%,54%,52%,32%
At Meets Grade Level or Above,2019,49%,50%,48%,44%,33%,78%,18%,80%,*,80%,19%,45%,50%,43%,32%,17%
